指标编号,指标名,event_date,App版本,渠道,新老用户,付费状态,来源入口,unlock_type,apply_currency_type,指标值,分子,分母,状态,备注
2,总抽取次数,2026-06-02,2.0.01,(direct),Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.01,(direct),Old User,Non-paid,,free_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.01,frog,Old User,Non-paid,,free_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.02,AppReferral,Old User,Non-paid,,free_unlock,ALL,8.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,(direct),Old User,Non-paid,,diamond_unlock,ALL,11.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,(direct),Old User,Non-paid,,free_unlock,ALL,7.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,(direct),Old User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,(direct),Old User,Paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,(direct),Old User,Paid,,free_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,google-play,New User,Paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,google-play,Old User,Non-paid,,diamond_unlock,ALL,8.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,google-play,Old User,Non-paid,,free_unlock,ALL,5.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.03,google-play,Old User,Non-paid,,paid_unlock,ALL,10.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.05,(direct),New User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.05,google-play,New User,Non-paid,,free_unlock,ALL,4.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,2.0.05,google-play,Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,Unknown,Unknown,Old User,Non-paid,,diamond_unlock,ALL,5.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-02,Unknown,Unknown,Old User,Non-paid,,free_unlock,ALL,7.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,1.9.74,(direct),Old User,Non-paid,,diamond_unlock,ALL,11.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,1.9.74,(direct),Old User,Non-paid,,free_unlock,ALL,4.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,1.9.97,google,Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.02,(direct),Old User,Non-paid,,diamond_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.02,AppReferral,Old User,Non-paid,,free_unlock,ALL,10.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.02,google,Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,(direct),Old User,Non-paid,,diamond_unlock,ALL,3.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,(direct),Old User,Non-paid,,free_unlock,ALL,8.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,frog,Old User,Paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,google-play,New User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,google-play,New User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.03,google-play,New User,Paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.05,(direct),Old User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.05,frog,Old User,Non-paid,,diamond_unlock,ALL,10.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.05,google-play,Old User,Non-paid,,free_unlock,ALL,10.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,2.0.06,(direct),New User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-03,Unknown,Unknown,Old User,Non-paid,,free_unlock,ALL,12.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,1.9.74,(direct),Old User,Non-paid,,diamond_unlock,ALL,12.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,1.9.74,(direct),Old User,Non-paid,,free_unlock,ALL,5.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,1.9.75,(direct),New User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,1.9.75,(direct),Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.01,(direct),Old User,Non-paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,(direct),Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,(direct),Old User,Non-paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,(direct),Old User,Paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,AppReferral,Old User,Non-paid,,free_unlock,ALL,10.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,google-play,Old User,Non-paid,,diamond_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.02,google-play,Old User,Non-paid,,free_unlock,ALL,3.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,(direct),Old User,Non-paid,,free_unlock,ALL,14.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,(direct),Old User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,frog,Old User,Paid,,free_unlock,ALL,9.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,frog,Old User,Paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,google-play,Old User,Non-paid,,diamond_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.03,google-play,Old User,Non-paid,,free_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.05,(direct),New User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.05,(direct),Old User,Non-paid,,diamond_unlock,ALL,7.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.05,(direct),Old User,Non-paid,,paid_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.05,(direct),Old User,Paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,(direct),Old User,Non-paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,frog,Old User,Non-paid,,diamond_unlock,ALL,4.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,frog,Old User,Non-paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,google-play,New User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,google-play,Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,google-play,Old User,Non-paid,,free_unlock,ALL,3.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,google-play,Old User,Non-paid,,paid_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,2.0.06,google-play,Old User,Paid,,free_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-04,Unknown,Unknown,Old User,Non-paid,,free_unlock,ALL,7.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,1.9.74,(direct),Old User,Non-paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,1.9.74,(direct),Old User,Non-paid,,free_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,1.9.75,(direct),Old User,Non-paid,,free_unlock,ALL,3.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,1.9.76,(direct),New User,Paid,,diamond_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.01,(direct),Old User,Non-paid,,free_unlock,ALL,11.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.02,(direct),Old User,Non-paid,,diamond_unlock,ALL,8.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.02,(direct),Old User,Non-paid,,free_unlock,ALL,1.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.02,(direct),Old User,Paid,,free_unlock,ALL,8.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.02,AppReferral,Old User,Non-paid,,free_unlock,ALL,15.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.02,google-play,Old User,Non-paid,,paid_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.03,(direct),Old User,Non-paid,,diamond_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.03,(direct),Old User,Non-paid,,free_unlock,ALL,3.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.03,(direct),Old User,Non-paid,,paid_unlock,ALL,2.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
2,总抽取次数,2026-06-05,2.0.03,(direct),Old User,Paid,,diamond_unlock,ALL,6.0,,,available,Every updated free_paid_unlock lucky_scratch_h5 row counts as one lucky draw; split only by unlock_type.
